timestamp,temp,ac,lights,occu
106,22.31,Off,On,8
107,22.34,Off,On,9
108,22.34,Off,On,9
109,22.34,Off,On,9
110,22.35,Off,On,12
111,22.38,Off,On,15
112,22.37,Off,On,16
113,22.37,Off,On,16
114,22.38,Off,On,17
115,22.38,Off,On,17
116,22.35,Off,On,17
117,22.36,Off,On,17
118,22.35,Off,On,20
119,22.36,Off,On,23
120,22.36,Off,On,25
121,22.36,Off,On,28
122,22.34,Off,On,28
123,22.34,Off,On,29
124,22.34,Off,On,30
125,22.34,Off,On,33
126,22.34,Off,On,33
127,22.36,Off,On,36
128,22.35,Off,On,36
129,22.36,Off,On,36
130,22.38,Off,On,36
131,22.38,Off,On,37
132,22.38,Off,On,37
133,22.4,Off,On,38
134,22.4,Off,On,39
135,22.44,Off,On,42
136,22.45,Off,On,44
137,22.46,Off,On,44
138,22.46,Off,On,44
139,22.49,Off,On,44
140,22.47,Off,On,45
141,22.51,Off,On,45
142,22.56,Off,On,48
143,22.58,Off,On,50
144,22.57,Off,On,52
145,22.58,Off,On,53
146,22.6,Off,On,55
147,22.6,Off,On,55
148,22.61,Off,On,58
149,22.61,Off,On,58
150,22.62,Off,On,58
151,22.63,Off,On,59
152,22.63,Off,On,61
153,22.64,Off,On,63
154,22.64,Off,On,66
155,22.68,Off,On,66
156,22.67,Off,On,66
157,22.68,Off,On,68
158,22.69,Off,On,69
159,22.71,Off,On,70
160,22.74,Off,On,73
161,22.76,Off,On,74
162,22.75,Off,On,76
163,22.76,Off,On,79
164,22.78,Off,On,79
165,22.78,Off,On,79
166,22.79,Off,On,82
167,22.82,Off,On,85
168,22.87,Off,On,87
169,22.86,Off,On,90
170,22.84,Off,On,90
171,22.86,Off,On,90
172,22.89,Off,On,93
173,22.88,Off,On,93
174,22.91,Off,On,94
175,22.92,Off,On,96
176,22.93,Off,On,99
177,22.94,Off,On,99
178,22.96,Off,On,99
179,22.99,Off,On,101
180,22.98,Off,On,103
181,22.99,Off,On,103
182,23.01,Off,On,106
183,23.03,Off,On,106
184,23.05,Off,On,106
185,23.05,Off,On,106
186,23.08,Off,On,106
187,23.13,Off,On,106
188,23.15,Off,On,108
189,23.17,Off,On,110
190,23.22,Off,On,110
191,23.22,Off,On,111
192,23.24,Off,On,111
193,23.29,Off,On,112
194,23.31,Off,On,112
195,23.3,Off,On,112
196,23.31,Off,On,113
197,23.32,Off,On,113
198,23.36,Off,On,113
199,23.38,Off,On,115
200,23.39,Off,On,118
201,23.43,Off,On,118
202,23.44,Off,On,118
203,23.46,Off,On,118
204,23.5,Off,On,119
205,23.51,Off,On,122
206,23.56,Off,On,123
207,23.58,Off,On,124
208,23.61,Off,On,126
209,23.64,Off,On,126
210,23.64,Off,On,126
211,23.68,Off,On,126
212,23.71,Off,On,127
213,23.73,Off,On,127
214,23.76,Off,On,127
215,23.76,Off,On,127
216,23.79,Off,On,130
217,23.83,Off,On,131
218,23.84,Off,On,132
219,23.87,Off,On,133
220,23.87,Off,On,133
221,23.93,Off,On,134
222,23.96,Off,On,134
223,23.95,Off,On,134
224,23.98,Off,On,137
225,24.01,Off,On,139
226,24.02,Off,On,139
227,24.02,Off,On,139
228,24.03,Off,On,140
229,24.04,Off,On,142
230,24.05,Off,On,144
231,24.05,Off,On,144
232,24.11,Off,On,145
233,24.13,Off,On,146
234,24.15,Off,On,148
235,24.17,Off,On,148
236,24.17,Off,On,151
237,24.2,Off,On,151
238,24.21,Off,On,153
239,24.25,Off,On,153
240,24.29,Off,On,154
241,24.31,Off,On,154
242,24.37,Off,On,154
243,24.39,Off,On,154
244,24.4,Off,On,154
245,24.43,Off,On,157
246,24.43,Off,On,158
247,24.44,Off,On,161
248,24.5,Off,On,161
249,24.53,Off,On,161
250,24.49,On,On,161
251,24.47,On,On,164
252,24.45,On,On,166
253,24.44,On,On,167
254,24.43,On,On,167
255,24.4,On,On,168
256,24.39,On,On,169
257,24.37,On,On,171
258,24.35,On,On,171
259,24.35,On,On,173
260,24.35,On,On,173
261,24.35,On,On,173
262,24.34,On,On,175
263,24.33,On,On,175
264,24.37,On,On,175
265,24.34,On,On,175
266,24.35,On,On,176
267,24.34,On,On,179
268,24.33,On,On,179
269,24.31,On,On,179
270,24.31,On,On,179
271,24.32,On,On,179
272,24.3,On,On,182
273,24.3,On,On,182
274,24.31,On,On,182
275,24.29,On,On,182
276,24.27,On,On,184
277,24.25,On,On,186
278,24.26,On,On,186
279,24.25,On,On,186
280,24.23,On,On,186
281,24.23,On,On,188
282,24.21,On,On,188
283,24.2,On,On,188
284,24.16,On,On,189
285,24.13,On,On,189
286,24.16,On,On,191
287,24.12,On,On,191
288,24.11,On,On,191
289,24.11,On,On,192
290,24.11,On,On,195
291,24.09,On,On,196
292,24.07,On,On,197
293,24.06,On,On,197
294,24.06,On,On,200
295,24.06,On,On,200
296,24.03,On,On,203
297,24.04,On,On,205
298,24.03,On,On,207
299,24.04,On,On,209
300,24.08,On,On,212
301,24.09,On,On,212
302,24.1,On,On,213
303,24.1,On,On,213
304,24.08,On,On,216
305,24.07,On,On,218
306,24.08,On,On,218
307,24.09,On,On,218
308,24.08,On,On,220
309,24.08,On,On,220
310,24.06,On,On,221
311,24.06,On,On,224
312,24.05,On,On,227
313,24.05,On,On,229
314,24.06,On,On,230
315,24.05,On,On,231
316,24.06,On,On,232
317,24.08,On,On,235
318,24.08,On,On,235
319,24.07,On,On,235
320,24.07,On,On,236
321,24.11,On,On,238
322,24.1,On,On,238
323,24.1,On,On,241
324,24.06,On,On,241
325,24.07,On,On,241
326,24.08,On,On,241
327,24.06,On,On,241
328,24.07,On,On,241
329,24.06,On,On,242
330,24.07,On,On,243
331,24.09,On,On,245
332,24.07,On,On,248
333,24.08,On,On,250
334,24.06,On,On,250
335,24.06,On,On,250
336,24.04,On,On,250
337,24.04,On,On,250
338,24.06,On,On,250
339,24.06,On,On,250
340,24.06,On,On,250
341,24.07,On,On,250
342,24.09,On,On,250
343,24.1,On,On,250
344,24.09,On,On,250
345,24.13,On,On,250
346,24.13,On,On,250
347,24.14,On,On,250
348,24.11,On,On,250
349,24.11,On,On,250
350,24.11,On,On,250
351,24.09,On,On,250
352,24.09,On,On,250
353,24.11,On,On,250
354,24.11,On,On,250
355,24.12,On,On,250
356,24.11,On,On,250
357,24.13,On,On,250
358,24.18,On,On,250
359,24.19,On,On,250
360,24.2,On,On,250
361,24.19,On,On,250
362,24.21,On,On,250
363,24.2,On,On,250
364,24.2,On,On,250
365,24.18,On,On,250
366,24.18,On,On,250
367,24.17,On,On,250
368,24.19,On,On,250
369,24.21,On,On,250
370,24.21,On,On,250
371,24.21,On,On,250
372,24.23,On,On,250
373,24.25,On,On,250
374,24.24,On,On,250
375,24.25,On,On,250
376,24.27,On,On,250
377,24.28,On,On,250
378,24.27,On,On,250
379,24.28,On,On,250
380,24.26,On,On,250
381,24.26,On,On,250
382,24.26,On,On,250
383,24.25,On,On,250
384,24.26,On,On,250
385,24.26,On,On,250
386,24.28,On,On,250
387,24.29,On,On,250
388,24.3,On,On,250
389,24.29,On,On,250
390,24.27,On,On,250
391,24.26,On,On,250
392,24.26,On,On,250
393,24.26,On,On,250
394,24.28,On,On,250
395,24.28,On,On,250
396,24.28,On,On,250
397,24.3,On,On,250
398,24.3,On,On,250
399,24.31,On,On,250
400,24.33,On,On,250
401,24.34,On,On,250
402,24.34,On,On,250
403,24.35,On,On,250
404,24.36,On,On,250
405,24.34,On,On,250
406,24.38,On,On,250
407,24.39,On,On,250
408,24.41,On,On,250
409,24.42,On,On,250
410,24.41,On,On,250
411,24.41,On,On,250
412,24.41,On,On,250
413,24.42,On,On,250
414,24.43,On,On,250
415,24.41,On,On,250
416,24.43,On,On,250
417,24.45,On,On,250
418,24.45,On,On,250
419,24.46,On,On,250
420,24.46,On,On,250
421,24.46,On,On,250
422,24.47,On,On,250
423,24.49,On,On,249
424,24.52,On,On,249
425,24.51,On,On,249
426,24.52,On,On,249
427,24.51,On,On,249
428,24.5,On,On,249
429,24.53,On,On,249
430,24.53,On,On,249
431,24.53,On,On,249
432,24.53,On,On,249
433,24.57,On,On,249
434,24.56,On,On,249
435,24.57,On,On,249
436,24.56,On,On,249
437,24.61,On,On,249
438,24.61,On,On,248
439,24.61,On,On,248
440,24.62,On,On,248
441,24.64,On,On,248
442,24.66,On,On,248
443,24.64,On,On,248
444,24.63,On,On,248
445,24.63,On,On,248
446,24.62,On,On,248
447,24.61,On,On,248
448,24.6,On,On,248
449,24.62,On,On,248
450,24.63,On,On,248
451,24.62,On,On,247
452,24.64,On,On,247
453,24.65,On,On,247
454,24.69,On,On,247
455,24.7,On,On,247
456,24.7,On,On,247
457,24.69,On,On,247
458,24.69,On,On,247
459,24.67,On,On,247
460,24.69,On,On,247
461,24.7,On,On,247
462,24.71,On,On,247
463,24.71,On,On,247
464,24.72,On,On,247
465,24.72,On,On,247
466,24.7,On,On,247
467,24.71,On,On,247
468,24.71,On,On,247
469,24.7,On,On,247
470,24.73,On,On,247
471,24.72,On,On,247
472,24.72,On,On,247
473,24.72,On,On,247
474,24.71,On,On,248
475,24.68,On,On,248
476,24.71,On,On,248
477,24.72,On,On,248
478,24.71,On,On,248
479,24.71,On,On,248
480,24.73,On,On,248
481,24.73,On,On,248
482,24.75,On,On,248
483,24.75,On,On,248
484,24.76,On,On,248
485,24.76,On,On,248
486,24.78,On,On,248
487,24.76,On,On,248
488,24.75,On,On,248
489,24.74,On,On,248
490,24.72,On,On,248
491,24.73,On,On,248
492,24.74,On,On,248
493,24.8,On,On,248
494,24.82,On,On,248
495,24.81,On,On,248
496,24.82,On,On,248
497,24.81,On,On,248
498,24.8,On,On,248
499,24.8,On,On,248
500,24.8,On,On,248
501,24.8,On,On,248
502,24.83,On,On,248
503,24.83,On,On,248
504,24.83,On,On,248
505,24.84,On,On,248
506,24.84,On,On,248
507,24.88,On,On,248
508,24.87,On,On,248
509,24.84,On,On,248
510,24.87,On,On,248
511,24.89,On,On,248
512,24.89,On,On,248
513,24.88,On,On,248
514,24.91,On,On,248
515,24.93,On,On,248
516,24.95,On,On,248
517,24.96,On,On,248
518,24.97,On,On,248
519,24.98,On,On,248
520,24.97,On,On,248
521,24.99,On,On,247
522,24.99,On,On,247
523,24.99,On,On,247
524,24.98,On,On,247
525,24.97,On,On,247
526,24.97,On,On,247
527,24.97,On,On,247
528,24.98,On,On,247
529,24.98,On,On,246
530,24.98,On,On,247
531,25.01,On,On,247
532,25.0,On,On,247
533,25.02,On,On,247
534,25.0,On,On,247
535,25.0,On,On,247
536,24.99,On,On,247
537,25.01,On,On,247
538,25.02,On,On,247
539,25.0,On,On,247
540,25.03,On,On,247
541,25.02,On,On,247
542,25.0,On,On,247
543,24.98,On,On,247
544,24.98,On,On,247
545,24.98,On,On,247
546,24.98,On,On,247
547,24.99,On,On,247
548,25.01,On,On,247
549,25.0,On,On,247
550,24.98,On,On,247
551,24.99,On,On,246
552,25.01,On,On,246
553,24.98,On,On,246
554,24.99,On,On,246
555,25.01,On,On,246
556,25.01,On,On,245
557,24.99,On,On,245
558,24.99,On,On,245
559,24.98,On,On,245
560,25.0,On,On,245
561,24.99,On,On,245
562,25.0,On,On,245
563,25.0,On,On,245
564,25.0,On,On,245
565,25.02,On,On,245
566,25.04,On,On,245
567,25.05,On,On,245
568,25.04,On,On,245
569,25.05,On,On,245
570,25.02,On,On,245
571,25.0,On,On,244
572,25.0,On,On,244
573,25.02,On,On,244
574,25.02,On,On,244
575,25.02,On,On,244
576,25.01,On,On,244
577,25.01,On,On,244
578,25.0,On,On,244
579,25.0,On,On,244
580,25.0,On,On,244
581,25.01,On,On,244
582,25.0,On,On,244
583,25.0,On,On,244
584,25.01,On,On,244
585,25.02,On,On,244
586,25.01,On,On,244
587,25.0,On,On,244
588,25.02,On,On,244
589,25.02,On,On,244
590,25.0,On,On,244
591,24.98,On,On,244
592,24.99,On,On,244
593,24.97,On,On,244
594,24.96,On,On,243
595,24.96,On,On,243
596,24.96,On,On,243
597,24.96,On,On,243
598,24.96,On,On,243
599,24.98,On,On,243
600,24.97,On,On,243
601,24.98,On,On,243
602,24.98,On,On,243
603,25.01,On,On,243
604,25.01,On,On,243
605,25.03,On,On,243
606,25.03,On,On,243
607,25.04,On,On,243
608,25.05,On,On,243
609,25.07,On,On,243
610,25.07,On,On,243
611,25.06,On,On,243
612,25.08,On,On,243
613,25.09,On,On,243
614,25.12,On,On,243
615,25.11,On,On,243
616,25.09,On,On,243
617,25.12,On,On,243
618,25.12,On,On,243
619,25.12,On,On,243
620,25.11,On,On,242
621,25.1,On,On,243
622,25.11,On,On,243
623,25.11,On,On,243
624,25.12,On,On,242
625,25.12,On,On,242
626,25.13,On,On,242
627,25.14,On,On,242
628,25.14,On,On,242
629,25.13,On,On,242
630,25.14,On,On,242
631,25.15,On,On,242
632,25.18,On,On,242
633,25.19,On,On,242
634,25.17,On,On,242
635,25.16,On,On,242
636,25.15,On,On,242
637,25.15,On,On,242
638,25.17,On,On,242
639,25.18,On,On,242
640,25.18,On,On,242
641,25.16,On,On,242
642,25.16,On,On,242
643,25.17,On,On,242
644,25.18,On,On,242
645,25.14,On,On,242
646,25.15,On,On,241
647,25.11,On,On,241
648,25.1,On,On,241
649,25.12,On,On,241
650,25.15,On,On,241
651,25.12,On,On,241
652,25.09,On,On,241
653,25.1,On,On,240
654,25.09,On,On,240
655,25.1,On,On,240
656,25.1,On,On,240
657,25.1,On,On,239
658,25.08,On,On,239
659,25.09,On,On,239
660,25.09,On,On,238
661,25.11,On,On,238
662,25.11,On,On,238
663,25.11,On,On,238
664,25.07,On,On,237
665,25.08,On,On,237
666,25.1,On,On,237
667,25.12,On,On,238
668,25.11,On,On,238
669,25.11,On,On,238
670,25.11,On,On,238
671,25.09,On,On,238
672,25.12,On,On,238
673,25.13,On,On,238
674,25.13,On,On,238
675,25.13,On,On,239
676,25.15,On,On,239
677,25.17,On,On,239
678,25.16,On,On,239
679,25.17,On,On,239
680,25.16,On,On,239
681,25.14,On,On,238
682,25.13,On,On,238
683,25.13,On,On,238
684,25.12,On,On,238
685,25.13,On,On,238
686,25.16,On,On,238
687,25.16,On,On,238
688,25.14,On,On,238
689,25.14,On,On,238
690,25.13,On,On,238
691,25.13,On,On,238
692,25.18,On,On,238
693,25.16,On,On,238
694,25.17,On,On,238
695,25.15,On,On,238
696,25.16,On,On,238
697,25.17,On,On,238
698,25.17,On,On,238
699,25.17,On,On,238
700,25.16,On,On,237
701,25.16,On,On,237
702,25.16,On,On,237
703,25.14,On,On,237
704,25.15,On,On,237
705,25.15,On,On,237
706,25.16,On,On,238
707,25.17,On,On,238
708,25.17,On,On,238
709,25.17,On,On,237
710,25.15,On,On,237
711,25.16,On,On,237
712,25.16,On,On,237
713,25.15,On,On,237
714,25.14,On,On,237
715,25.13,On,On,237
716,25.15,On,On,237
717,25.17,On,On,237
718,25.16,On,On,237
719,25.17,On,On,237
720,25.18,On,On,237
721,25.18,On,On,237
722,25.2,On,On,237
723,25.18,On,On,237
724,25.19,On,On,237
725,25.19,On,On,237
726,25.2,On,On,237
727,25.21,On,On,237
728,25.21,On,On,236
729,25.22,On,On,236
730,25.21,On,On,235
731,25.21,On,On,235
732,25.18,On,On,235
733,25.18,On,On,235
734,25.18,On,On,235
735,25.16,On,On,235
736,25.18,On,On,235
737,25.2,On,On,235
738,25.19,On,On,235
739,25.18,On,On,235
740,25.2,On,On,235
741,25.17,On,On,235
742,25.14,On,On,235
743,25.11,On,On,235
744,25.09,On,On,235
745,25.07,On,On,234
746,25.06,On,On,233
747,25.07,On,On,233
748,25.07,On,On,233
749,25.06,On,On,233
750,25.03,On,On,233
751,25.04,On,On,233
752,25.02,On,On,233
753,25.03,On,On,233
754,25.06,On,On,233
755,25.07,On,On,233
756,25.09,On,On,233
757,25.1,On,On,233
758,25.07,On,On,233
759,25.05,On,On,233
760,25.06,On,On,233
761,25.07,On,On,232
762,25.1,On,On,232
763,25.1,On,On,232
764,25.13,On,On,232
765,25.13,On,On,233
766,25.14,On,On,233
767,25.13,On,On,233
768,25.12,On,On,233
769,25.11,On,On,233
770,25.1,On,On,233
771,25.1,On,On,233
772,25.09,On,On,233
773,25.1,On,On,234
774,25.13,On,On,234
775,25.12,On,On,234
776,25.14,On,On,234
777,25.14,On,On,234
778,25.14,On,On,234
779,25.16,On,On,234
780,25.16,On,On,234
781,25.16,On,On,234
782,25.15,On,On,234
783,25.17,On,On,234
784,25.16,On,On,234
785,25.18,On,On,234
786,25.19,On,On,234
787,25.2,On,On,234
788,25.21,On,On,234
789,25.2,On,On,234
790,25.2,On,On,234
791,25.2,On,On,234
792,25.2,On,On,234
793,25.18,On,On,233
794,25.18,On,On,233
795,25.18,On,On,233
796,25.21,On,On,233
797,25.2,On,On,233
798,25.2,On,On,233
799,25.21,On,On,233
800,25.21,On,On,233
801,25.19,On,On,233
802,25.19,On,On,233
803,25.21,On,On,233
804,25.24,On,On,233
805,25.22,On,On,233
806,25.22,On,On,232
807,25.23,On,On,232
808,25.24,On,On,232
809,25.24,On,On,232
810,25.23,On,On,232
811,25.22,On,On,232
812,25.24,On,On,232
813,25.24,On,On,232
814,25.25,On,On,232
815,25.28,On,On,232
816,25.26,On,On,232
817,25.27,On,On,232
818,25.27,On,On,232
819,25.28,On,On,232
820,25.3,On,On,232
821,25.29,On,On,232
822,25.29,On,On,232
823,25.28,On,On,232
824,25.26,On,On,232
825,25.28,On,On,232
826,25.27,On,On,232
827,25.24,On,On,232
828,25.24,On,On,232
829,25.25,On,On,232
830,25.25,On,On,232
831,25.24,On,On,231
832,25.24,On,On,231
833,25.26,On,On,231
834,25.27,On,On,231
835,25.27,On,On,231
836,25.26,On,On,231
837,25.27,On,On,231
838,25.27,On,On,231
839,25.23,On,On,231
840,25.24,On,On,231
841,25.27,On,On,231
842,25.27,On,On,231
843,25.25,On,On,231
844,25.24,On,On,231
845,25.25,On,On,231
846,25.25,On,On,231
847,25.22,On,On,231
848,25.22,On,On,231
849,25.2,On,On,231
850,25.19,On,On,231
851,25.19,On,On,231
852,25.19,On,On,231
853,25.19,On,On,231
854,25.2,On,On,231
855,25.18,On,On,231
856,25.17,On,On,231
857,25.18,On,On,231
858,25.18,On,On,232
859,25.18,On,On,232
860,25.19,On,On,233
861,25.2,On,On,233
862,25.2,On,On,233
863,25.21,On,On,233
864,25.2,On,On,233
865,25.21,On,On,233
866,25.2,On,On,233
867,25.22,On,On,233
868,25.22,On,On,233
869,25.21,On,On,233
870,25.22,On,On,233
871,25.21,On,On,233
872,25.19,On,On,233
873,25.15,On,On,233
874,25.17,On,On,233
875,25.16,On,On,233
876,25.15,On,On,233
877,25.16,On,On,233
878,25.17,On,On,233
879,25.18,On,On,233
880,25.18,On,On,233
881,25.18,On,On,233
882,25.19,On,On,233
883,25.18,On,On,233
884,25.18,On,On,233
885,25.16,On,On,233
886,25.18,On,On,233
887,25.17,On,On,233
888,25.17,On,On,233
889,25.15,On,On,233
890,25.14,On,On,233
891,25.13,On,On,233
892,25.14,On,On,233
893,25.12,On,On,234
894,25.11,On,On,234
895,25.13,On,On,234
896,25.14,On,On,234
897,25.13,On,On,234
898,25.12,On,On,234
899,25.13,On,On,234
900,25.12,On,On,233
901,25.11,On,On,233
902,25.1,On,On,233
903,25.1,On,On,233
904,25.12,On,On,233
905,25.12,On,On,233
906,25.12,On,On,233
907,25.13,On,On,233
908,25.13,On,On,233
909,25.13,On,On,234
910,25.14,On,On,235
911,25.14,On,On,235
912,25.13,On,On,235
913,25.14,On,On,235
914,25.15,On,On,235
915,25.15,On,On,235
916,25.16,On,On,235
917,25.16,On,On,235
918,25.18,On,On,235
919,25.18,On,On,235
920,25.15,On,On,235
921,25.15,On,On,235
922,25.17,On,On,235
923,25.18,On,On,235
924,25.16,On,On,235
925,25.14,On,On,235
926,25.14,On,On,235
927,25.16,On,On,235
928,25.17,On,On,235
929,25.16,On,On,235
930,25.16,On,On,235
931,25.15,On,On,234
932,25.13,On,On,234
933,25.15,On,On,234
934,25.14,On,On,234
935,25.16,On,On,234
936,25.17,On,On,234
937,25.15,On,On,234
938,25.12,On,On,234
939,25.11,On,On,234
940,25.11,On,On,234
941,25.1,On,On,234
942,25.12,On,On,234
943,25.12,On,On,234
944,25.12,On,On,234
945,25.12,On,On,234
946,25.13,On,On,234
947,25.1,On,On,234
948,25.08,On,On,234
949,25.06,On,On,234
950,25.06,On,On,235
951,25.05,On,On,235
952,25.01,On,On,235
953,24.99,On,On,235
954,24.99,On,On,235
955,24.97,On,On,235
956,25.0,On,On,235
957,25.02,On,On,236
958,25.01,On,On,236
959,25.0,On,On,236
960,25.01,On,On,237
961,25.01,On,On,237
962,25.01,On,On,237
963,25.02,On,On,237
964,25.01,On,On,237
965,25.02,On,On,237
966,25.02,On,On,237
967,25.04,On,On,238
968,25.02,On,On,238
969,25.02,On,On,238
970,25.01,On,On,238
971,25.02,On,On,238
972,25.03,On,On,239
973,25.01,On,On,239
974,25.0,On,On,239
975,25.01,On,On,239
976,25.0,On,On,239
977,25.01,On,On,239
978,25.0,On,On,239
979,25.01,On,On,239
980,25.0,On,On,239
981,25.01,On,On,239
982,25.03,On,On,239
983,25.04,On,On,239
984,25.05,On,On,239
985,25.05,On,On,239
986,25.05,On,On,239
987,25.02,On,On,239
988,25.01,On,On,239
989,25.01,On,On,240
990,25.02,On,On,239
991,25.04,On,On,239
992,25.04,On,On,239
993,25.05,On,On,239
994,25.07,On,On,239
995,25.07,On,On,239
996,25.06,On,On,239
997,25.07,On,On,239
998,25.04,On,On,239
999,25.03,On,On,239
1000,25.05,On,On,239
1001,25.03,On,On,239
1002,25.02,On,On,239
1003,25.03,On,On,239
1004,25.01,On,On,239
1005,25.0,On,On,239
1006,25.0,On,On,239
1007,25.01,On,On,238
1008,24.98,On,On,238
1009,24.98,On,On,238
1010,24.98,On,On,238
1011,24.99,On,On,238
1012,24.99,On,On,238
1013,24.98,On,On,239
1014,24.99,On,On,239
1015,24.99,On,On,239
1016,24.99,On,On,239
1017,25.0,On,On,239
1018,25.0,On,On,239
1019,25.0,On,On,238
1020,24.99,On,On,238
1021,24.96,On,On,238
1022,24.98,On,On,238
1023,24.97,On,On,238
1024,24.96,On,On,239
1025,24.97,On,On,239
1026,24.97,On,On,239
1027,24.97,On,On,239
1028,24.98,On,On,239
1029,24.99,On,On,239
1030,24.98,On,On,239
1031,24.99,On,On,239
1032,25.01,On,On,239
1033,24.98,On,On,239
1034,25.0,On,On,239
1035,24.99,On,On,239
1036,24.97,On,On,239
1037,24.98,On,On,240
1038,24.98,On,On,240
1039,24.99,On,On,240
1040,25.01,On,On,240
1041,24.99,On,On,240
1042,24.99,On,On,240
1043,24.99,On,On,240
1044,24.98,On,On,240
1045,24.99,On,On,240
1046,25.01,On,On,240
1047,25.03,On,On,240
1048,25.04,On,On,241
1049,25.04,On,On,241
1050,25.05,On,On,241
1051,25.07,On,On,241
1052,25.05,On,On,241
1053,25.02,On,On,241
1054,25.0,On,On,241
1055,25.04,On,On,241
1056,25.04,On,On,241
1057,25.04,On,On,241
1058,25.06,On,On,241
1059,25.04,On,On,241
1060,25.04,On,On,241
1061,25.07,On,On,241
1062,25.07,On,On,241
1063,25.07,On,On,241
1064,25.08,On,On,241
1065,25.08,On,On,241
1066,25.05,On,On,241
1067,25.05,On,On,241
1068,25.06,On,On,241
1069,25.07,On,On,241
1070,25.07,On,On,241
1071,25.06,On,On,241
1072,25.08,On,On,241
1073,25.08,On,On,241
1074,25.11,On,On,241
1075,25.13,On,On,240
1076,25.14,On,On,240
1077,25.16,On,On,240
1078,25.16,On,On,240
1079,25.16,On,On,240
1080,25.16,On,On,240
1081,25.18,On,On,240
1082,25.2,On,On,240
1083,25.18,On,On,240
1084,25.18,On,On,240
1085,25.17,On,On,241
1086,25.17,On,On,241
1087,25.17,On,On,241
1088,25.17,On,On,241
1089,25.15,On,On,241
1090,25.12,On,On,241
1091,25.13,On,On,241
1092,25.12,On,On,241
1093,25.12,On,On,241
1094,25.13,On,On,241
1095,25.14,On,On,241
1096,25.16,On,On,241
1097,25.15,On,On,241
1098,25.14,On,On,241
1099,25.12,On,On,241
1100,25.11,On,On,241
1101,25.09,On,On,241
1102,25.09,On,On,242
1103,25.09,On,On,242
1104,25.09,On,On,242
1105,25.08,On,On,242
1106,25.07,On,On,242
1107,25.08,On,On,242
1108,25.09,On,On,242
1109,25.09,On,On,242
1110,25.08,On,On,242
1111,25.07,On,On,242
1112,25.08,On,On,242
1113,25.08,On,On,242
1114,25.08,On,On,242
1115,25.07,On,On,242
1116,25.06,On,On,242
1117,25.07,On,On,242
1118,25.06,On,On,242
1119,25.07,On,On,242
1120,25.07,On,On,242
1121,25.09,On,On,242
1122,25.1,On,On,242
1123,25.11,On,On,242
1124,25.1,On,On,242
1125,25.1,On,On,242
1126,25.1,On,On,241
1127,25.08,On,On,241
