Frame,Count
1145,22
1146,22
1147,22
1148,22
1149,22
1150,22
1151,22
1152,22
1153,22
1154,22
1155,22
1156,22
1157,22
1158,22
1159,22
1160,22
1161,22
1162,22
1163,22
1164,22
1165,22
1166,22
1167,22
1168,22
1169,22
1170,22
1171,22
1172,22
1173,22
1174,22
1175,22
1176,22
1177,22
1178,22
1179,22
1180,22
1181,22
1182,22
1183,22
1184,22
1185,22
1186,22
1187,22
1188,22
1189,22
1190,22
1191,22
1192,22
1193,22
1194,22
1195,22
1196,22
1197,22
1198,22
1199,22
1200,22
1201,22
1202,22
1203,22
1204,22
1205,22
1206,22
1207,23
1208,23
1209,23
1210,23
1211,23
1212,23
1213,23
1214,23
1215,23
1216,23
1217,23
1218,23
1219,23
1220,23
1221,23
1222,23
1223,23
1224,23
1225,23
1226,23
1227,23
1228,23
1229,23
1230,23
1231,23
1232,23
1233,23
1234,23
1235,23
1236,23
1237,23
1238,23
1239,23
1240,23
1241,23
1242,23
1243,23
1244,23
1245,23
1246,23
1247,23
1248,23
1249,23
1250,23
1251,23
1252,23
1253,23
1254,23
1255,23
1256,23
1257,23
1258,23
1259,23
1260,23
1261,23
1262,23
1263,23
1264,23
1265,23
1266,23
1267,23
1268,23
1269,23
1270,23
1271,23
1272,23
1273,23
1274,23
1275,23
1276,23
1277,23
1278,23
1279,23
1280,23
1281,23
1282,23
1283,23
1284,23
1285,23
1286,23
1287,23
1288,23
1289,23
1290,23
1291,23
1292,23
1293,23
1294,23
1295,23
1296,23
1297,23
1298,23
1299,23
1300,23
1301,23
1302,23
1303,23
1304,23
1305,23
1306,23
1307,23
1308,23
1309,23
1310,23
1311,23
1312,23
1313,23
1314,23
1315,23
1316,23
1317,23
1318,23
1319,23
1320,23
1321,23
1322,23
1323,23
1324,23
1325,23
1326,23
1327,23
1328,23
1329,23
1330,23
1331,23
1332,23
1333,23
1334,23
1335,23
1336,23
1337,23
1338,23
1339,23
1340,23
1341,23
1342,23
1343,23
1344,23
1345,23
1346,23
1347,23
1348,23
1349,23
1350,23
1351,23
1352,23
1353,23
1354,23
1355,23
1356,23
1357,23
1358,23
1359,23
1360,23
1361,23
1362,23
1363,23
1364,22
1365,22
1366,22
1367,22
1368,22
1369,22
1370,22
1371,22
1372,22
1373,22
1374,22
1375,22
1376,22
1377,22
1378,22
1379,22
1380,22
1381,22
1382,22
1383,22
1384,22
1385,22
1386,22
1387,22
1388,22
1389,22
1390,22
1391,22
1392,22
1393,22
1394,22
1395,22
1396,22
1397,22
1398,22
1399,22
1400,22
1401,22
1402,22
1403,22
1404,22
1405,22
1406,22
1407,22
1408,22
1409,22
1410,22
1411,22
1412,22
1413,22
1414,22
1415,22
1416,22
1417,22
1418,22
1419,22
1420,22
1421,22
1422,22
1423,22
1424,22
1425,22
1426,22
1427,22
1428,22
1429,22
1430,22
1431,22
1432,22
1433,22
1434,22
1435,22
1436,22
1437,22
1438,22
1439,22
1440,22
1441,22
1442,22
1443,22
1444,22
1445,22
1446,22
1447,22
1448,22
1449,22
1450,22
1451,22
1452,22
1453,22
1454,22
1455,22
1456,22
1457,22
1458,22
1459,22
1460,22
1461,22
1462,22
1463,22
1464,22
1465,22
1466,22
1467,22
1468,22
1469,22
1470,22
1471,22
1472,22
1473,22
1474,22
1475,22
1476,22
1477,22
1478,22
1479,22
1480,22
1481,22
1482,22
1483,22
1484,22
1485,22
1486,22
1487,22
1488,22
1489,22
1490,22
1491,22
1492,22
1493,22
1494,22
1495,22
1496,22
1497,22
1498,22
1499,22
1500,22
1501,22
1502,22
1503,22
1504,22
1505,22
1506,22
1507,22
1508,22
1509,22
1510,22
1511,22
1512,22
1513,22
1514,22
1515,22
1516,22
1517,22
1518,22
1519,22
1520,22
1521,22
1522,22
1523,22
1524,22
1525,22
1526,22
1527,22
1528,22
1529,22
1530,22
1531,22
1532,22
1533,22
1534,22
1535,22
1536,22
1537,22
1538,22
1539,22
1540,22
1541,22
1542,22
1543,22
1544,22
1545,22
1546,22
1547,22
1548,22
1549,22
1550,22
1551,22
1552,22
1553,22
1554,22
1555,22
1556,22
1557,22
1558,22
1559,22
1560,22
1561,22
1562,22
1563,22
1564,22
1565,22
1566,22
1567,22
1568,22
1569,22
1570,22
1571,22
1572,22
1573,22
1574,22
1575,22
1576,22
1577,22
1578,22
1579,22
1580,22
1581,22
1582,22
1583,22
1584,22
1585,22
1586,22
1587,22
1588,22
1589,22
1590,22
1591,22
1592,22
1593,22
1594,22
1595,22
1596,22
1597,22
1598,22
1599,22
1600,22
1601,22
1602,22
1603,22
1604,22
1605,22
1606,22
1607,22
1608,22
1609,22
1610,22
1611,22
1612,22
1613,22
1614,22
1615,22
1616,22
1617,22
1618,22
1619,22
1620,22
1621,22
1622,22
1623,22
1624,22
1625,22
1626,22
1627,22
1628,22
1629,22
1630,22
1631,22
1632,22
1633,22
1634,22
1635,22
1636,22
1637,22
1638,22
1639,22
1640,22
1641,22
1642,22
1643,22
1644,22
1645,22
1646,22
1647,22
1648,22
1649,22
1650,22
1651,22
1652,22
1653,22
1654,22
1655,22
1656,22
1657,22
1658,22
1659,22
1660,22
1661,22
1662,22
1663,22
1664,22
1665,22
1666,22
1667,22
1668,22
1669,22
1670,22
1671,22
1672,22
1673,22
1674,22
1675,22
1676,22
1677,22
1678,22
1679,22
1680,23
1681,23
1682,23
1683,23
1684,23
1685,23
1686,23
1687,23
1688,23
1689,23
1690,23
1691,23
1692,23
1693,23
1694,23
1695,23
1696,23
1697,23
1698,23
1699,23
1700,23
1701,23
1702,23
1703,23
1704,23
1705,23
1706,23
1707,23
1708,23
1709,23
1710,23
1711,23
1712,23
1713,23
1714,23
1715,23
1716,23
1717,23
1718,23
1719,23
1720,23
1721,23
1722,23
1723,23
1724,23
1725,23
1726,23
1727,23
1728,23
1729,23
1730,23
1731,23
1732,23
1733,23
1734,23
1735,23
1736,23
1737,23
1738,23
1739,23
1740,23
1741,23
1742,23
1743,23
1744,23
1745,23
1746,23
1747,23
1748,23
1749,23
1750,23
1751,23
1752,23
1753,23
1754,23
1755,23
1756,23
1757,23
1758,23
1759,23
1760,23
1761,23
1762,23
1763,23
1764,23
1765,23
1766,23
1767,23
1768,23
1769,23
1770,23
1771,23
1772,23
1773,23
1774,23
1775,23
1776,23
1777,23
1778,23
1779,23
1780,23
1781,23
1782,23
1783,23
1784,23
1785,23
1786,23
1787,23
1788,23
1789,23
1790,23
1791,23
1792,23
1793,23
1794,23
1795,23
1796,23
1797,23
1798,23
1799,23
1800,23
1801,23
1802,23
1803,23
1804,23
1805,23
1806,23
1807,23
1808,23
1809,23
1810,23
1811,23
1812,23
1813,23
1814,23
1815,23
1816,23
1817,23
1818,23
1819,23
1820,23
1821,23
1822,23
1823,23
1824,23
1825,23
1826,23
1827,23
1828,23
1829,23
1830,23
1831,23
1832,23
1833,23
1834,23
1835,23
1836,23
1837,23
1838,23
1839,23
1840,23
1841,23
1842,23
1843,23
1844,23
1845,23
1846,23
1847,23
1848,23
1849,23
1850,23
1851,23
1852,23
1853,23
1854,23
1855,23
1856,23
1857,23
1858,23
1859,23
1860,23
1861,23
1862,23
1863,23
1864,23
1865,23
1866,23
1867,23
1868,23
1869,23
1870,23
1871,23
1872,23
1873,23
1874,23
1875,23
1876,23
1877,23
1878,23
1879,23
1880,23
1881,23
1882,23
1883,23
1884,23
1885,23
1886,23
1887,23
1888,23
1889,23
1890,23
1891,23
1892,23
1893,23
1894,23
1895,23
1896,23
1897,23
1898,23
1899,23
1900,23
1901,23
1902,23
1903,23
1904,23
1905,23
1906,23
1907,23
1908,23
1909,23
1910,23
1911,23
1912,23
1913,23
1914,23
1915,23
1916,23
1917,23
1918,23
1919,23
1920,23
1921,23
1922,23
1923,23
1924,23
1925,23
1926,23
1927,23
1928,23
1929,23
1930,23
1931,23
1932,23
1933,23
1934,23
1935,22
1936,22
1937,22
1938,22
1939,22
1940,22
1941,22
1942,22
1943,22
1944,22
1945,22
1946,22
1947,22
1948,22
1949,22
1950,22
1951,22
1952,22
1953,22
1954,22
1955,22
1956,22
1957,22
1958,22
1959,22
1960,22
1961,22
1962,22
1963,22
1964,22
1965,22
1966,22
1967,22
1968,22
1969,21
1970,21
1971,21
1972,21
1973,21
1974,21
1975,21
1976,21
1977,21
1978,21
1979,21
1980,21
1981,21
1982,21
1983,21
1984,21
1985,21
1986,21
1987,21
1988,21
1989,21
1990,21
1991,21
1992,21
1993,21
1994,21
1995,21
1996,21
1997,21
1998,21
1999,21
2000,21
2001,21
2002,21
2003,21
2004,21
2005,21
2006,21
2007,21
2008,21
2009,21
2010,21
2011,21
2012,21
2013,21
2014,21
2015,21
2016,21
2017,21
2018,21
2019,21
2020,21
2021,21
2022,21
2023,21
2024,21
2025,21
2026,21
2027,21
2028,21
2029,21
2030,21
2031,21
2032,21
2033,21
2034,21
2035,21
2036,21
2037,21
2038,21
2039,21
2040,21
2041,21
2042,21
2043,21
2044,21
2045,21
2046,21
2047,21
2048,21
2049,21
2050,21
2051,21
2052,21
2053,21
2054,21
2055,21
2056,21
2057,21
2058,21
2059,21
2060,21
2061,21
2062,21
2063,21
2064,21
2065,21
2066,21
2067,21
2068,21
2069,21
2070,21
2071,21
2072,21
2073,21
2074,21
2075,21
2076,21
2077,21
2078,21
2079,21
2080,21
2081,21
2082,21
2083,21
2084,21
2085,21
2086,21
2087,21
2088,21
2089,21
2090,21
2091,21
2092,21
2093,21
2094,21
2095,21
2096,21
2097,21
2098,21
2099,21
2100,21
2101,21
2102,21
2103,21
2104,21
2105,21
2106,21
2107,21
2108,21
2109,21
2110,21
2111,21
2112,21
2113,21
2114,21
2115,21
2116,21
2117,21
2118,21
2119,21
2120,21
2121,21
2122,21
2123,21
2124,21
2125,21
2126,21
2127,21
2128,21
2129,21
2130,21
2131,21
2132,21
2133,21
2134,21
2135,21
2136,21
2137,21
2138,21
2139,21
2140,21
2141,21
2142,21
2143,21
2144,21
2145,21
2146,21
2147,21
2148,21
2149,21
2150,21
2151,21
2152,21
2153,21
2154,21
2155,21
2156,21
2157,21
2158,21
2159,21
2160,21
2161,21
2162,21
2163,21
2164,21
2165,21
2166,21
2167,21
2168,21
2169,21
2170,21
2171,21
2172,21
2173,21
2174,21
2175,21
2176,21
2177,21
2178,21
2179,21
2180,21
2181,21
2182,21
2183,21
2184,21
2185,21
2186,21
2187,21
2188,21
2189,21
2190,21
2191,21
2192,21
2193,21
2194,21
2195,21
2196,21
2197,21
2198,21
2199,21
2200,21
2201,21
2202,21
2203,21
2204,21
2205,21
2206,21
2207,21
2208,21
2209,21
2210,21
2211,21
2212,21
2213,21
2214,21
2215,21
2216,21
2217,21
2218,21
2219,21
2220,21
2221,21
2222,21
2223,21
2224,21
2225,21
2226,21
2227,21
2228,21
2229,21
2230,21
2231,21
2232,21
2233,21
2234,21
2235,21
2236,21
2237,21
2238,21
2239,21
2240,21
2241,21
2242,21
2243,21
2244,21
2245,21
2246,21
2247,21
2248,21
2249,21
2250,21
2251,21
2252,21
2253,21
2254,21
2255,21
2256,21
2257,21
2258,21
2259,21
2260,21
2261,21
2262,21
2263,21
2264,21
2265,21
2266,21
2267,21
2268,21
2269,21
2270,21
2271,21
2272,21
2273,21
2274,21
2275,21
2276,20
2277,20
2278,20
2279,20
2280,20
2281,20
2282,20
2283,20
2284,20
2285,20
2286,20
2287,20
2288,20
2289,20
2290,20
2291,20
2292,20
2293,20
2294,20
2295,20
2296,20
2297,20
2298,20
2299,20
2300,20
2301,20
2302,20
2303,20
2304,20
2305,20
2306,20
2307,20
2308,20
2309,20
2310,20
2311,20
2312,20
2313,20
2314,20
2315,20
2316,20
2317,20
2318,20
2319,20
2320,20
2321,20
2322,20
2323,20
2324,20
2325,20
2326,20
2327,20
2328,20
2329,20
2330,20
2331,20
2332,20
2333,20
2334,20
2335,20
2336,20
2337,20
2338,20
2339,20
2340,20
2341,20
2342,20
2343,20
2344,20
2345,20
2346,20
2347,20
2348,20
2349,20
2350,20
2351,20
2352,20
2353,20
2354,20
2355,20
2356,20
2357,20
2358,20
2359,20
2360,20
2361,20
2362,20
2363,20
2364,20
2365,20
2366,20
2367,20
2368,20
2369,20
2370,20
2371,20
2372,20
2373,20
2374,20
2375,20
2376,20
2377,20
2378,20
2379,20
2380,20
2381,20
2382,20
2383,20
2384,20
2385,20
2386,20
2387,20
2388,20
2389,20
2390,20
2391,20
2392,20
2393,20
2394,20
2395,20
2396,20
2397,20
2398,20
2399,20
2400,20
2401,20
2402,20
2403,20
2404,20
2405,20
2406,20
2407,20
2408,20
2409,20
2410,20
2411,20
2412,20
2413,20
2414,20
2415,20
2416,20
2417,20
2418,20
2419,20
2420,20
2421,20
2422,20
2423,20
2424,20
2425,20
2426,20
2427,20
2428,20
2429,20
2430,20
2431,20
2432,20
2433,20
2434,20
2435,20
2436,20
2437,20
2438,20
2439,20
2440,20
2441,20
2442,19
2443,19
2444,19
2445,19
2446,19
2447,19
2448,19
2449,19
2450,19
2451,19
2452,19
2453,19
2454,19
2455,19
2456,19
2457,19
2458,19
2459,19
2460,19
2461,19
2462,19
2463,19
2464,19
2465,19
2466,19
2467,19
2468,19
2469,19
2470,19
2471,19
2472,19
2473,19
2474,19
2475,19
2476,19
2477,19
2478,19
2479,19
2480,19
2481,19
2482,19
2483,19
2484,19
2485,19
2486,19
2487,19
2488,19
2489,19
2490,19
2491,19
2492,19
2493,19
2494,19
2495,19
2496,19
2497,19
2498,19
2499,19
2500,19
2501,19
2502,19
2503,19
2504,19
2505,19
2506,19
2507,19
2508,19
2509,19
2510,19
2511,19
2512,19
2513,19
2514,19
2515,19
2516,19
2517,19
2518,19
2519,19
2520,19
2521,19
2522,19
2523,19
2524,19
2525,19
2526,19
2527,19
2528,19
2529,19
2530,19
2531,19
2532,19
2533,19
2534,19
2535,19
2536,19
2537,19
2538,19
2539,19
2540,19
2541,19
2542,19
2543,19
2544,19
2545,19
2546,19
2547,19
2548,19
2549,19
2550,19
2551,19
2552,19
2553,19
2554,19
2555,19
2556,19
2557,19
2558,19
2559,19
2560,19
2561,19
2562,19
2563,19
2564,19
2565,19
2566,19
2567,19
2568,19
2569,19
2570,19
2571,19
2572,19
2573,19
2574,19
2575,19
2576,19
2577,19
2578,19
2579,19
2580,19
2581,19
2582,19
2583,19
2584,19
2585,19
2586,19
2587,19
2588,19
2589,19
2590,19
2591,19
2592,19
2593,19
2594,19
2595,19
2596,19
2597,19
2598,19
2599,19
2600,19
2601,19
2602,19
2603,19
2604,19
2605,19
2606,19
2607,19
2608,19
2609,19
2610,19
2611,19
2612,19
2613,19
2614,19
2615,19
2616,19
2617,19
2618,19
2619,19
2620,19
2621,19
2622,19
2623,19
2624,19
2625,19
2626,19
2627,19
2628,19
2629,19
2630,19
2631,19
2632,19
2633,19
2634,19
2635,19
2636,19
2637,19
2638,19
2639,19
2640,19
2641,19
2642,19
2643,19
2644,19
2645,19
2646,19
2647,19
2648,19
2649,19
2650,19
2651,19
2652,19
2653,19
2654,19
2655,19
2656,19
2657,19
2658,19
2659,19
2660,19
2661,19
2662,19
2663,19
2664,19
2665,19
2666,19
2667,19
2668,19
2669,19
2670,19
2671,19
2672,19
2673,19
2674,19
2675,19
2676,19
2677,19
2678,19
2679,19
2680,19
2681,19
2682,19
2683,19
2684,19
2685,19
2686,19
2687,19
2688,19
2689,19
2690,19
2691,19
2692,19
2693,19
2694,19
2695,19
2696,19
2697,19
2698,19
2699,19
2700,19
2701,19
2702,19
2703,19
2704,19
2705,19
2706,19
2707,19
2708,19
2709,19
2710,19
2711,19
2712,19
2713,19
2714,19
2715,19
2716,19
2717,19
2718,19
2719,19
2720,19
2721,19
2722,19
2723,19
2724,19
2725,19
2726,19
2727,19
2728,19
2729,19
2730,19
2731,19
2732,19
2733,19
2734,19
2735,19
2736,19
2737,19
2738,19
2739,19
2740,19
2741,19
2742,19
2743,19
2744,19
2745,19
2746,19
2747,19
2748,19
2749,19
2750,19
2751,19
2752,19
2753,19
2754,19
2755,19
2756,19
2757,19
2758,19
2759,19
2760,19
2761,19
2762,19
2763,19
2764,19
2765,19
2766,19
2767,19
2768,19
2769,19
2770,19
2771,19
2772,19
2773,19
2774,19
2775,19
2776,19
2777,19
2778,19
2779,19
2780,19
2781,19
2782,19
2783,19
2784,19
2785,19
2786,19
2787,19
2788,19
2789,19
2790,19
2791,19
2792,19
2793,19
2794,19
2795,19
2796,19
2797,19
2798,19
2799,19
2800,19
2801,19
2802,19
2803,19
2804,19
2805,19
2806,19
2807,19
2808,19
2809,19
2810,19
2811,19
2812,19
2813,19
2814,19
2815,19
2816,19
2817,19
2818,19
2819,19
2820,19
2821,19
2822,19
2823,19
2824,19
2825,19
2826,19
2827,19
2828,19
2829,19
2830,19
2831,19
2832,19
2833,19
2834,19
2835,19
2836,19
2837,19
2838,19
2839,19
2840,19
2841,19
2842,19
2843,19
2844,19
2845,19
2846,19
2847,19
2848,19
2849,19
2850,19
2851,19
2852,19
2853,19
2854,19
2855,19
2856,19
2857,19
2858,19
2859,19
2860,19
2861,19
2862,19
2863,19
2864,19
2865,19
2866,19
2867,19
2868,19
2869,19
2870,19
2871,19
2872,19
2873,19
2874,19
2875,19
2876,19
2877,19
2878,18
2879,18
2880,18
2881,18
2882,18
2883,18
2884,18
2885,18
2886,18
2887,18
2888,18
2889,18
2890,18
2891,18
2892,18
2893,18
2894,18
2895,18
2896,18
2897,18
2898,18
2899,18
2900,18
2901,18
2902,18
2903,18
2904,18
2905,18
2906,18
2907,18
2908,18
2909,18
2910,18
2911,18
2912,18
2913,18
2914,18
2915,18
2916,18
2917,18
2918,18
2919,18
2920,18
2921,18
2922,18
2923,18
2924,18
2925,18
2926,18
2927,18
2928,18
2929,18
2930,18
2931,18
2932,18
2933,18
2934,18
2935,18
2936,18
2937,18
2938,18
2939,18
2940,18
2941,18
2942,18
2943,18
2944,18
2945,18
2946,18
2947,18
2948,18
2949,18
2950,18
2951,18
2952,18
2953,18
2954,18
2955,18
2956,18
2957,18
2958,18
2959,18
2960,18
2961,18
2962,18
2963,18
2964,18
2965,18
2966,18
2967,18
2968,18
2969,18
2970,18
2971,18
2972,18
2973,18
2974,18
2975,18
2976,18
2977,18
2978,18
2979,18
2980,18
2981,18
2982,18
2983,18
2984,18
2985,18
2986,18
2987,18
2988,18
2989,18
2990,18
2991,18
2992,18
2993,18
2994,18
2995,18
2996,18
